OBJECTID	Color	ORIG_FID	MBG_Diameter	Shape_Length	Shape_Area	X	Y	OBJECTID_1	IN_FID	NEAR_FID	NEAR_DIST	NEAR_RANK	OBJECTID_12	Color_1	ORIG_FID_1	RASTERVALU	X_1	Y_1
191	1	191	6.578671128	20.66743649	33.99095446	-5914228.5	1196888.125	171	2	191	981761.2212	171	191	1	191	-174	-5914228.5	1196888.5
192	2	192	3.13914968	9.862086666	7.739764837	-5914235.5	1196859.875	168	2	192	981755.958	168	192	2	192	-174	-5914235.5	1196859.875
193	2	193	4.080078971	12.81769803	13.074052	-5914237.5	1196862.375	169	2	193	981758.9813	169	193	2	193	-174	-5914237.5	1196862.125
194	2	194	2.688264289	8.445497747	5.675977129	-5914237	1196864.25	170	2	194	981759.7196	170	194	2	194	-174	-5914237	1196864.25
195	2	195	2.952168942	9.274295681	6.844662076	-5914238.5	1196864.625	172	2	195	981762.2707	172	195	2	195	-174	-5914239	1196864.75
196	2	196	2.628405526	8.257676286	5.426325527	-5914243	1196865.25	176	2	196	981766.2353	176	196	2	196	-174	-5914243	1196865.125
197	2	197	2.691480829	8.455596626	5.689559579	-5914241.5	1196863.625	174	2	197	981764.3854	174	197	2	197	-174	-5914241.5	1196863.625
198	2	198	6.767718309	21.26141867	35.9728308	-5914219.5	1196857.75	164	2	198	981739.6021	164	198	2	198	-174	-5914220	1196857.75
199	2	199	7.092081649	22.28034634	39.50335766	-5914261	1196900.75	182	2	199	981797.3591	182	199	2	199	-174	-5914261	1196900.75
200	1	200	9.973967232	31.33421165	78.13177329	-5914271	1196865	181	2	200	981789.4572	181	200	1	200	-174	-5914272	1196864.625
201	2	201	3.362685595	10.56391946	8.880558896	-5914244.5	1196903.875	178	2	201	981785.3013	178	201	2	201	-174	-5914244.5	1196904
202	2	202	3.378738642	10.6144991	8.965802022	-5914248	1196906.625	180	2	202	981789.4226	180	202	2	202	-174	-5914247.5	1196906.5
203	2	203	3.733519855	11.72912196	10.94765594	-5914246.5	1196993.625	191	2	203	981828.4942	191	203	2	203	-174	-5914246.5	1196993.875
204	2	204	3.509044663	11.02384862	9.670671206	-5914245	1196996.625	192	2	204	981828.6669	192	204	2	204	-174	-5914245	1196996.375
205	2	205	4.771391924	14.98948103	17.87982771	-5914247	1196997.75	196	2	205	981831.2419	196	205	2	205	-174	-5914247	1196997.75
206	2	206	2.840719647	8.924082592	6.337490159	-5914250.5	1196996.5	198	2	206	981833.7644	198	206	2	206	-174	-5914250.5	1196996.75
207	2	207	3.102047066	9.745220411	7.557418429	-5914250	1196999.125	200	2	207	981834.5817	200	207	2	207	-174	-5914250	1196999.125
208	2	208	3.335933255	10.48006437	8.740132889	-5914252.5	1197000.5	204	2	208	981837.7367	204	208	2	208	-174	-5914252.5	1197000.5
209	2	209	3.156703977	9.917337604	7.826729623	-5914260.5	1196993.125	207	2	209	981842.3131	207	209	2	209	-174	-5914260.5	1196993.125
210	2	210	2.06619269	6.491397616	3.353254834	-5914268.5	1196988.75	210	2	210	981847.4919	210	210	2	210	-174	-5914268	1196988.75
211	2	211	3.81992137	12.00084332	11.46076658	-5914275.5	1196995	216	2	211	981856.4914	216	211	2	211	-174	-5914275.5	1196994.75
212	2	212	4.275766048	13.43250771	14.35834331	-5914281.5	1196998	217	2	212	981863.4616	217	212	2	212	-174	-5914281.5	1196998.125
213	2	213	2.936296483	9.224468312	6.771311961	-5914285	1196997.125	218	2	213	981867.2016	218	213	2	213	-174	-5914285.5	1196997.125
214	2	214	2.484377849	7.804658636	4.847278366	-5914256.5	1196993	205	2	214	981838.2816	205	214	2	214	-174	-5914256.5	1196993.25
215	2	215	5.98695974	18.80840106	28.15100407	-5914255	1196981.75	195	2	215	981830.2343	195	215	2	215	-174	-5914255	1196981.625
216	5	216	4.797659893	15.07241908	18.07823625	-5914255	1196990.25	199	2	216	981834.1128	199	216	5	216	-174	-5914255	1196990.375
217	5	217	3.749654886	11.78000342	11.04284482	-5914253	1196986.75	197	2	217	981831.5848	197	217	5	217	-174	-5914253	1196986.75
218	5	218	3.695113214	11.60875784	10.72411938	-5914257.5	1196987.875	201	2	218	981836.1759	201	218	5	218	-174	-5914257.5	1196987.75
219	1	219	14.78031205	46.43368189	171.5759371	-5914127.5	1197080.75	166	2	219	981753.0215	166	219	1	219	-174	-5914127.5	1197082.625
220	2	220	6.956189503	21.85323266	38.00331792	-5914135.5	1197081.5	173	2	220	981763.4463	173	220	2	220	-174	-5914135.5	1197081
221	2	221	3.70869419	11.65136034	10.80297581	-5914128	1197076.875	167	2	221	981755.4266	167	221	2	221	-174	-5914128	1197076.625
222	1	222	12.43082639	39.05251852	121.3635384	-5914129	1197071.375	165	2	222	981749.1881	165	222	1	222	-174	-5914129	1197070.875
223	1	223	13.43882312	42.21923535	141.843965	-5914157	1197153.25	184	2	223	981814.6609	184	223	1	223	-174	-5914157.5	1197152.5
224	2	224	9.36048393	29.40689066	68.81582954	-5914163.5	1197128.75	183	2	224	981810.1477	183	224	2	224	-174	-5914163.5	1197128.875
225	1	225	10.45242003	32.83734012	85.8076639	-5914164	1197148.75	187	2	225	981819.2603	187	225	1	225	-174	-5914164.5	1197148.625
226	2	226	18.00685708	56.5699687	254.6607495	-5914449.5	1197660.625	294	2	226	982325.7968	294	226	2	226	-141	-5914450	1197659.75
227	1	227	27.84019181	87.46233204	608.7405633	-5914676.5	1198364.375	1111	2	227	982860.6322	1111	227	1	227	-139	-5914680	1198364.25
228	1	228	32.08658229	100.8030981	808.6077428	-5914629.5	1198341.5	1072	2	228	982801.7974	1072	228	1	228	-139	-5914630.5	1198341.375
229	1	229	27.01084153	84.85715695	573.0164506	-5914620	1198356.25	1074	2	229	982803.207	1074	229	1	229	-139	-5914619	1198355.375
230	1	230	14.75336808	46.34925089	170.9525466	-5914642	1198373.5	1093	2	230	982837.1702	1093	230	1	230	-139	-5914641.5	1198374.375
231	1	231	7.734316291	24.29783467	46.98132722	-5914643.5	1198368	1095	2	231	982839.6195	1095	231	1	231	-139	-5914643.5	1198367.875
232	1	232	5.484635517	17.23040414	23.625503	-5914648.5	1198368.375	1101	2	232	982845.9521	1101	232	1	232	-139	-5914648.5	1198368.375
233	1	233	10.16217215	31.9254964	81.10832886	-5914661	1198376.625	1108	2	233	982858.662	1108	233	1	233	-139	-5914661	1198376.375
234	5	234	42.1677036	132.4734984	1396.523173	-5914588.5	1198309.875	962	2	234	982744.0964	962	234	5	234	-139	-5914587	1198309.75
235	2	235	3.917326176	12.3064809	12.05196606	-5914600.5	1198319.125	1039	2	235	982778.1547	1039	235	2	235	-139	-5914600.5	1198319.375
236	1	236	12.43372062	39.06193474	121.422071	-5914599	1198323	1034	2	236	982774.6956	1034	236	1	236	-139	-5914599.5	1198323.125
237	2	237	9.011065678	28.30920556	63.77427055	-5914592.5	1198280	978	2	237	982749.9327	978	237	2	237	-139	-5914592.5	1198279.5
238	1	238	24.52454783	77.04591539	472.3776865	-5914592.5	1198365.875	1044	2	238	982781.8839	1044	238	1	238	-139	-5914592	1198367.625
239	1	239	11.45756237	35.99479783	103.102599	-5914590.5	1198397.25	1073	2	239	982802.5454	1073	239	1	239	-139	-5914590.5	1198397.5
240	1	240	43.02501569	135.1673083	1453.896419	-5914722.5	1198414.25	1121	2	240	982918.8707	1121	240	1	240	-139	-5914719.5	1198413.75
241	1	241	12.95334478	40.69392488	131.7799366	-5914732	1198421.625	1122	2	241	982946.4606	1122	241	1	241	-139	-5914731.5	1198421.625
242	1	242	9.272017792	29.12883702	67.52062089	-5914737	1198411.25	1123	2	242	982947.7096	1123	242	1	242	-139	-5914737.5	1198411.125
243	1	243	9.124314625	28.66466804	65.38587943	-5914743	1198412	1125	2	243	982954.8621	1125	243	1	243	-139	-5914743	1198411.875
244	1	244	3.761946162	11.81829404	11.1147505	-5914742.5	1198404.5	1124	2	244	982952.7246	1124	244	1	244	-139	-5914743	1198404.625
245	1	245	2.198169085	6.905903613	3.795169359	-5914745	1198405.625	1126	2	245	982956.0448	1126	245	1	245	-139	-5914745	1198405.75
246	1	246	6.26690964	19.68830064	30.84655021	-5914738	1198428.125	1127	2	246	982958.354	1127	246	1	246	-139	-5914738	1198428
247	2	247	155.0785502	487.1937133	18888.32676	-5914703	1198831.625	1130	2	247	983040.4908	1130	247	2	247	-128	-5914701	1198831
248	1	248	134.2765688	421.8420653	14160.869	-5914636	1198955.5	1129	2	248	983039.597	1129	248	1	248	-128	-5914643.5	1198944.125
249	1	249	41.53860701	130.4971405	1355.164844	-5914752.5	1199003.5	1136	2	249	983220.234	1136	249	1	249	-128	-5914750.5	1199005
250	1	250	40.13144331	126.0766035	1264.908575	-5914723.5	1199025.75	1135	2	250	983212.7966	1135	250	1	250	-128	-5914727	1199025.625
251	1	251	41.26413452	129.6351777	1337.321636	-5914663	1199015.25	1132	2	251	983143.0574	1132	251	1	251	-128	-5914664.5	1199015.875
252	1	252	33.11037594	104.0191912	861.0276173	-5914690	1199017.625	1133	2	252	983175.116	1133	252	1	252	-128	-5914692	1199017.375
253	1	253	29.36649159	92.25748742	677.3191915	-5914519	1198960	1128	2	253	982986.6488	1128	253	1	253	-128	-5914518.5	1198959.375
254	1	254	66.10497324	207.6749111	3432.08632	-5914633	1199377.5	1139	2	254	983276.1914	1139	254	1	254	-97	-5914631.5	1199378.375
255	1	255	80.92974857	254.2485003	5144.070782	-5914677	1199384.75	1141	2	255	983307.8874	1141	255	1	255	-97	-5914674	1199392.625
256	1	256	18.35030544	57.64948183	264.4727628	-5914746	1199387.75	1156	2	256	983405.7745	1156	256	1	256	-97	-5914746.5	1199388.25
257	1	257	59.38501935	186.5636342	2769.772647	-5914788.5	1199756.375	1159	2	257	983595.7171	1159	257	1	257	-50	-5914790	1199752.625
258	1	258	14.35150743	45.08664616	161.7655348	-5914804.5	1199780	1162	2	258	983645.809	1162	258	1	258	-50	-5914805	1199779.875
259	1	259	38.97662031	122.4486485	1193.158468	-5914781	1199776	1160	2	259	983609.4939	1160	259	1	259	-50	-5914781.5	1199775.875
260	1	260	52.6408975	165.3764727	2176.394328	-5914773	1199838	1161	2	260	983623.4277	1161	260	1	260	-50	-5914774	1199838.25
261	5	261	20.90983033	65.69032982	343.3942515	-5914798.5	1199861.125	1163	2	261	983675.4562	1163	261	5	261	-50	-5914798.5	1199860.875
262	2	262	59.99010395	188.4644574	2826.500412	-5914927.5	1200202.75	1166	2	262	983943.3871	1166	262	2	262	63	-5914924.5	1200200.25
263	2	263	17.96819714	56.44853775	253.5686326	-5914939	1200231.625	1171	2	263	983985.1071	1171	263	2	263	63	-5914939	1200232.375
264	2	264	109.3392835	343.4995996	9389.50303	-5914887	1200263	1165	2	264	983902.4532	1165	264	2	264	63	-5914883.5	1200260.25
265	2	265	7.965844368	25.02537741	49.83694447	-5914917.5	1200322.625	1173	2	265	984008.5772	1173	265	2	265	63	-5914917.5	1200322.5
266	2	266	39.22523993	123.2296118	1208.426656	-5914962	1200485.125	1186	2	266	984111.4568	1186	266	2	266	129	-5914961	1200486.75
267	2	267	15.87476988	49.8719045	197.925633	-5914941.5	1200495.375	1185	2	267	984108.1413	1185	267	2	267	129	-5914942.5	1200495.25
268	2	268	7.834039125	24.61123685	48.20110738	-5914948	1200503.5	1188	2	268	984122.2236	1188	268	2	268	129	-5914948	1200503.625
269	1	269	6.526502492	20.50392052	33.45522504	-5914956	1200404	1181	2	269	984084.434	1181	269	1	269	63	-5914956	1200404.25
270	2	270	5.745616577	18.05007789	25.92676294	-5914999.5	1200452.125	1196	2	270	984148.0429	1196	270	2	270	63	-5914999.5	1200452
271	2	271	5.580991422	17.53317601	24.46309045	-5914990.5	1200453.625	1193	2	271	984140.8725	1193	271	2	271	63	-5914990.5	1200453.375
272	1	272	3.734651359	11.73261918	10.95418534	-5914994	1200452.125	1195	2	272	984143.4262	1195	272	1	272	63	-5914994	1200452
273	2	273	3.633629088	11.41560523	10.37022118	-5914990.5	1200456.125	1194	2	273	984142.157	1194	273	2	273	63	-5914991	1200456.125
274		274	45.14643754	141.8315151	1600.794637	-5915054.5	1200420.75	1198	2	274	984164.4447	1198	274		274	63	-5915065.5	1200422.5
275		275	14.06795515	44.19592545	155.4370698	-5915070.5	1200403	1201	2	275	984189.0224	1201	275		275	63	-5915070	1200403.375
276		276	15.88093866	49.89163293	198.0822556	-5915006	1200316.875	1182	2	276	984087.0758	1182	276		276	63	-5915005	1200316.125
277		277	23.11680429	72.62335425	419.7036475	-5914999	1200277.75	1175	2	277	984056.5249	1175	277		277	63	-5914999	1200276.875
278		278	14.38812779	45.20171739	162.5923123	-5915097.5	1200218	1189	2	278	984126.3425	1189	278		278	63	-5915098	1200218.25
279		279	25.34818782	79.63399209	504.6463207	-5915033.5	1200256.125	1179	2	279	984081.6813	1179	279		279	63	-5915034	1200255.25
280		280	13.39207074	42.07242886	140.8592285	-5915069.5	1200222.5	1184	2	280	984103.7514	1184	280		280	63	-5915069.5	1200221.875
281		281	18.84438319	59.20118206	278.9015273	-5915012	1200447.875	1197	2	281	984151.9055	1197	281		281	63	-5915013.5	1200448.625
282		282	12.3016749	38.64709306	118.8567366	-5915043	1200439.625	1200	2	282	984179.3162	1200	282		282	63	-5915042	1200439.875
283		283	16.69074475	52.43569466	218.7984231	-5915030	1200453.5	1199	2	283	984172.6345	1199	283		283	63	-5915034.5	1200453.25
284		284	7.313250602	22.97501683	42.00507962	-5915051	1200317.25	1191	2	284	984133.252	1191	284		284	63	-5915051	1200317.375
285		285	15.80616807	49.65632764	196.2182201	-5914994.5	1200112.125	1170	2	285	983979.6299	1170	285		285	63	-5914994	1200111.75
286		286	19.22018468	60.38172496	290.135698	-5915000	1200096.375	1169	2	286	983976.576	1169	286		286	63	-5915001	1200097.375
287		287	8.152676283	25.61232087	52.20210356	-5914986	1200084.125	1167	2	287	983961.663	1167	287		287	63	-5914985.5	1200084
288		288	10.87287647	34.15797897	92.84840971	-5914995.5	1200088.5	1168	2	288	983972.5869	1168	288		288	63	-5914995	1200088.5
289		289	7.560601832	23.75205138	44.89442195	-5915022	1200067	1172	2	289	983988.131	1172	289		289	63	-5915022.5	1200067
290		290	9.690195062	30.44292479	73.7501462	-5915061.5	1200141.625	1176	2	290	984059.4731	1176	290		290	63	-5915061.5	1200141.625
291		291	7.290670392	22.9040954	41.74614947	-5915059.5	1200124.25	1174	2	291	984052.3406	1174	291		291	63	-5915060	1200124.5
292		292	38.27459084	120.2429958	1150.561166	-5915103	1200144.125	1180	2	292	984084.0923	1180	292		292	63	-5915104.5	1200144.75
293		293	36.02277864	113.168734	1019.161598	-5915094.5	1200116.125	1177	2	293	984065.4756	1177	293		293	63	-5915094.5	1200115
294		294	15.84062784	49.76505459	197.0784353	-5915073	1200164.125	1178	2	294	984077.5075	1178	294		294	63	-5915073.5	1200164.375
295		295	13.76788929	43.2531335	148.8762042	-5915069.5	1200245.625	1187	2	295	984113.5293	1187	295		295	63	-5915069.5	1200245.75
296		296	12.1472693	38.16155428	115.889008	-5915060	1200238.5	1183	2	296	984101.3939	1183	296		296	63	-5915059.5	1200238
297		297	6.960333685	21.86663755	38.04995512	-5915080	1200268	1192	2	297	984137.3357	1192	297		297	63	-5915080	1200268
298		298	19.69711973	61.88057881	304.7185342	-5915075	1200280.625	1190	2	298	984132.0211	1190	298		298	63	-5915075	1200281.125
299		299	344.535858	1082.391368	93230.66379	-5914894.5	1198727.375	1131	2	299	983072.7315	1131	299		299	-65	-5914878	1198750.375
300		300	41.9976505	131.939603	1385.289308	-5914801.5	1198868.25	1134	2	300	983203.6179	1134	300		300	-128	-5914801.5	1198871.125
301		301	35.42884258	111.3032035	985.8377968	-5914828.5	1198888	1138	2	301	983242.8835	1138	301		301	-65	-5914829	1198888.125
302		302	140.0114377	439.859122	15396.33464	-5914843	1198941.25	1137	2	302	983225.1627	1137	302		302	-65	-5914837	1198939.5
303		303	30.98646698	97.34693908	754.1100641	-5914858.5	1198918.5	1140	2	303	983286.0206	1140	303		303	-65	-5914859.5	1198918.25
304		304	157.2546752	494.0301265	19422.13654	-5915034.5	1198890.375	1157	2	304	983407.4306	1157	304		304	-65	-5915036	1198892.5
305		305	57.69519425	181.2548165	2614.383222	-5914969.5	1198946.25	1155	2	305	983393.0708	1155	305		305	-65	-5914968.5	1198940.625
306		306	14.22062257	44.67533249	158.8275083	-5914890	1198917.375	1143	2	306	983326.9669	1143	306		306	-65	-5914890.5	1198918
307		307	15.00714962	47.14658652	176.8848532	-5914897.5	1198936.75	1146	2	307	983340.3427	1146	307		307	-65	-5914897.5	1198936.625
308		308	10.98637992	34.5148925	94.79887555	-5914899.5	1198952.625	1149	2	308	983352.8794	1149	308		308	-65	-5914899.5	1198953
309		309	20.37144687	63.99895474	325.9386766	-5914907	1198925.375	1148	2	309	983343.9888	1148	309		309	-65	-5914907.5	1198926.75
310		310	33.84619326	106.3309281	899.7240819	-5914913	1198949.125	1151	2	310	983353.8592	1151	310		310	-65	-5914912	1198948.125
311		311	7.811514476	24.54086517	47.92585558	-5914924.5	1198905.375	1152	2	311	983354.5397	1152	311		311	-65	-5914925	1198904.75
312		312	9.51345877	29.88719749	71.08214463	-5914929	1198915	1153	2	312	983363.5858	1153	312		312	-65	-5914929	1198915.125
313		313	23.92649809	75.16718893	449.6211726	-5914893	1198887.375	1142	2	313	983307.9094	1142	313		313	-65	-5914894	1198888
314		314	14.0152795	44.03004936	154.2724869	-5914917	1198899.125	1147	2	314	983342.3048	1147	314		314	-65	-5914916	1198898.25
315		315	9.748709652	30.62669044	74.64320416	-5914930	1198893.25	1150	2	315	983353.0334	1150	315		315	-65	-5914929.5	1198894
316		316	13.3212211	41.8496589	139.3715022	-5914903.5	1198906.625	1145	2	316	983333.8806	1145	316		316	-65	-5914904	1198906.625
317		317	6.448400811	20.2585408	32.65926878	-5914895.5	1198905.125	1144	2	317	983328.321	1144	317		317	-65	-5914895.5	1198905.125
318		318	212.100087	666.3323777	35332.30486	-5914973	1199091.875	1154	2	318	983379.9742	1154	318		318	-65	-5914972.5	1199069.25
319		319	16.01978894	50.32755843	201.5588442	-5914980	1199002.625	1158	2	319	983449.2653	1158	319		319	-65	-5914980	1199003.25
320		320	69.61977224	218.7171829	3806.763907	-5914932	1199989.125	1164	2	320	983834.7232	1164	320		320	8	-5914930	1199988.125
321		321	54.51701976	171.2703291	2334.287801	-5915122	1196854.125	553	2	321	982563.7458	553	321		321	-119	-5915120	1196850.75
322		322	14.85153165	46.65727428	173.2322968	-5915129	1196881.125	664	2	322	982604.3371	664	322		322	-119	-5915128.5	1196880.5
323		323	11.19778324	35.17910026	98.48261946	-5915139.5	1196880.875	698	2	323	982614.9608	698	323		323	-119	-5915140	1196881
324		324	28.28648559	88.86452106	628.415582	-5915123	1196913.125	665	2	324	982604.9658	665	324		324	-119	-5915123	1196914.25
325		325	19.16819586	60.21867631	288.5709078	-5915142.5	1196922.625	744	2	325	982637.2937	744	325		325	-119	-5915144	1196923.125
326		326	8.189912681	25.7291714	52.67951114	-5915121.5	1196949.5	736	2	326	982633.1873	736	326		326	-119	-5915121.5	1196949.625
327		327	10.97396796	34.47578531	94.58417303	-5915165.5	1196930.375	785	2	327	982663.9174	785	327		327	-119	-5915165.5	1196930
328		328	12.15263158	38.17851888	115.9920671	-5915181.5	1196942.25	825	2	328	982682.9822	825	328		328	-119	-5915181.5	1196942.75
329		329	20.49976587	64.40170692	330.0539178	-5915200	1196933.875	849	2	329	982692.8296	849	329		329	-119	-5915201	1196934.5
330		330	10.51919976	33.04704144	86.90710957	-5915174.5	1196894.625	770	2	330	982655.0239	770	330		330	-119	-5915174.5	1196894.625
331		331	28.9035393	90.80342075	656.1370402	-5915135.5	1196821.75	585	2	331	982574.1192	585	331		331	-119	-5915136	1196818.625
332		332	20.13793805	63.26551081	318.510808	-5915157.5	1196880.5	725	2	332	982627.183	725	332		332	-119	-5915157	1196880.875
333		333	5.757769705	18.08834802	26.03682034	-5915167.5	1196913.375	777	2	333	982658.8215	777	333		333	-119	-5915167	1196913.375
334		334	4.766668255	14.97484766	17.84493466	-5915173.5	1196902.375	781	2	334	982660.359	781	334		334	-119	-5915173.5	1196902.5
335		335	5.561505717	17.47202962	24.2927595	-5915180	1196914	799	2	335	982671.4007	799	335		335	-119	-5915180.5	1196914.125
336		336	4.454614988	13.99453864	15.58501796	-5915179	1196917.875	803	2	336	982673.1149	803	336		336	-119	-5915179	1196917.75
337		337	6.12023255	19.22717536	29.41853966	-5915201	1196853.375	783	2	337	982662.2798	783	337		337	-119	-5915201	1196853.375
338		338	3.357938512	10.54915397	8.855751031	-5915203.5	1196850.125	787	2	338	982664.8801	787	338		338	-119	-5915203.5	1196850.25
339		339	8.267425613	25.97304906	53.6829048	-5915217	1196849.375	805	2	339	982675.2653	805	339		339	-119	-5915216.5	1196849.25
340		340	7.380927368	23.18778122	42.7866736	-5915178	1196886.25	772	2	340	982656.2547	772	340		340	-119	-5915178	1196886.5
341		341	6.189542165	19.44520189	30.08950539	-5915100	1196931.875	666	2	341	982604.9665	666	341		341	-119	-5915100.5	1196932
342		342	11.21563551	35.23472646	98.79431277	-5915120	1196884.625	644	2	342	982598.2141	644	342		342	-119	-5915119.5	1196884.75
343		343	4.791165252	15.05159572	18.02831865	-5915111	1196928.375	691	2	343	982613.2919	691	343		343	-119	-5915111	1196928
344		344	10.2120633	32.08210474	81.90602332	-5915072.5	1196882.25	530	2	344	982552.7977	530	344		344	-119	-5915072	1196881.875
345		345	15.19195026	47.7269301	181.2663279	-5915108.5	1196877.625	603	2	345	982582.4312	603	345		345	-119	-5915108	1196877.375
346		346	17.18539638	53.98951077	231.9577675	-5915088.5	1196865.25	546	2	346	982560.721	546	346		346	-119	-5915089.5	1196864.875
347		347	11.32537189	35.57993322	100.7396397	-5915199.5	1196837.125	765	2	347	982650.9763	765	347		347	-119	-5915200	1196837
348		348	13.49553993	42.39726823	143.0427614	-5915195	1196800.25	728	2	348	982629.1045	728	348		348	-119	-5915195	1196799.5
349		349	7.349421705	23.08882105	42.42224536	-5915200.5	1196808.5	748	2	349	982641.356	748	349		349	-119	-5915200.5	1196808.375
350		350	23.45245202	73.6777691	431.9794336	-5915182.5	1196797.75	682	2	350	982610.5542	682	350		350	-119	-5915181	1196796.875
351		351	7.363212249	23.13250728	42.58293101	-5915153.5	1196850.375	700	2	351	982615.739	700	351		351	-119	-5915153.5	1196850.75
352		352	5.260001726	16.52456055	21.72951202	-5915173	1196819.375	712	2	352	982621.2443	712	352		352	-119	-5915173	1196819.375
353		353	2.979711062	9.361029562	6.973284264	-5915165.5	1196790.125	657	2	353	982601.4859	657	353		353	-119	-5915165.5	1196790.125
354		354	9.122926643	28.66043562	65.36657203	-5915120	1196802.75	547	2	354	982561.3591	547	354		354	-119	-5915120	1196802.75
355		355	6.570559393	20.64183453	33.90679345	-5915251.5	1196913.875	951	2	355	982738.4897	951	355		355	-119	-5915251.5	1196914.125
356		356	4.265273043	13.399989	14.28890733	-5915174.5	1196866.625	754	2	356	982644.5601	754	356		356	-119	-5915174.5	1196867
357		357	4.637635693	14.56925499	16.89136803	-5915241	1196812.25	822	2	357	982682.262	822	357		357	-119	-5915241.5	1196812.125
358		358	7.630081954	23.97049476	45.72399118	-5915207	1196817	763	2	358	982650.4043	763	358		358	-119	-5915207	1196816.75
359		359	3.413439533	10.72351237	9.150909287	-5915196	1196890.625	809	2	359	982676.9894	809	359		359	-119	-5915196	1196891
360		360	14.77035654	46.40223104	171.3435893	-5915053	1196707.5	392	2	360	982450.6536	392	360		360	-137	-5915052	1196706.75
361		361	14.59131061	45.83968958	167.2143219	-5915083	1196735.25	427	2	361	982492.3963	427	361		361	-137	-5915082.5	1196735.375
362		362	9.792585566	30.76417347	75.31485411	-5915074.5	1196727.875	414	2	362	982482.8746	414	362		362	-137	-5915074	1196727.75
363		363	8.106413597	25.46688812	51.61095518	-5915077	1196721.5	415	2	363	982483.3048	415	363		363	-137	-5915077	1196721
364		364	22.78059981	71.56713922	407.5843036	-5915062	1196732.875	406	2	364	982467.3027	406	364		364	-137	-5915059.5	1196733
365		365	6.545649195	20.56359836	33.65025515	-5915039	1196707.5	379	2	365	982441.6179	379	365		365	-137	-5915038.5	1196707.875
366		366	15.95452879	50.12243068	199.9191441	-5915056.5	1196793.25	429	2	366	982494.4962	429	366		366	-119	-5915057	1196793.25
367		367	5.853021068	18.38763894	26.90556217	-5915070	1196789.75	444	2	367	982509.6995	444	367		367	-119	-5915070.5	1196789.875
368		368	8.979072109	28.20836044	63.3207171	-5915184	1196752.375	646	2	368	982598.5279	646	368		368	-137	-5915184	1196752
369		369	14.24487007	44.75167319	159.3707773	-5915195	1196769.625	696	2	369	982614.5565	696	369		369	-137	-5915194	1196769.625
370		370	5.066077741	15.9154476	20.15709071	-5915156.5	1196741.875	578	2	370	982569.644	578	370		370	-137	-5915156.5	1196741.875
371		371	7.800012058	24.5045741	47.78421472	-5915200	1196733.75	671	2	371	982606.0747	671	371		371	-137	-5915200	1196733.75
372		372	4.752227868	14.92973011	17.73756703	-5915197	1196729	659	2	372	982601.6344	659	372		372	-137	-5915196.5	1196728.875
373		373	22.84096931	71.75721545	409.7521971	-5914947.5	1196688.375	300	2	373	982338.8299	300	373		373	-137	-5914947	1196687.75
374		374	12.61332176	39.62561522	124.9517009	-5914943.5	1196710.625	306	2	374	982350.0775	306	374		374	-137	-5914943.5	1196710.625
375		375	11.5204615	36.192404	104.2377428	-5914975	1196704.5	326	2	375	982379.069	326	375		375	-137	-5914974.5	1196704.375
376		376	8.675046737	27.25343372	59.10613911	-5914931	1196692	297	2	376	982332.0731	297	376		376	-137	-5914932	1196691.375
377		377	23.89632652	75.07278448	448.4924997	-5914963.5	1196700.75	311	2	377	982360.252	311	377		377	-137	-5914963.5	1196697.5
378		378	12.90017712	40.52736941	130.7034244	-5915005	1196664.5	333	2	378	982386.8076	333	378		378	-137	-5915005	1196665.25
379		379	10.39233792	32.64826511	84.82236018	-5915001.5	1196654.625	327	2	379	982380.0264	327	379		379	-137	-5915002.5	1196654.875
380		380	18.75034591	58.90571075	276.1244965	-5915064	1196641.625	368	2	380	982429.3259	368	380		380	-137	-5915064.5	1196642.75
381		381	12.39616987	38.94398461	120.689894	-5915056.5	1196615.625	348	2	381	982412.5779	348	381		381	-137	-5915055.5	1196616.125
382		382	25.17571165	79.09189482	497.7990876	-5914884.5	1196549.625	265	2	382	982212.8634	265	382		382	-137	-5914883.5	1196549.75
383		383	25.45676127	79.97489587	508.9762323	-5914952	1196482.375	275	2	383	982245.212	275	383		383	-137	-5914950.5	1196480.375
384		384	20.16358363	63.34590451	319.320808	-5914917	1196499.625	268	2	384	982223.3867	268	384		384	-137	-5914916	1196499.5
385		385	20.91727038	65.71355721	343.6371355	-5914920	1196485.25	267	2	385	982220.4543	267	385		385	-137	-5914920.5	1196485.25
386		386	9.674443588	30.39333813	73.51008744	-5915012	1196459.375	288	2	386	982300.6531	288	386		386	-137	-5915012	1196459.25
387		387	17.74510273	55.74814633	247.3153081	-5915007.5	1196483.5	289	2	387	982302.0441	289	387		387	-137	-5915006.5	1196482.625
388		388	6.307585072	19.8158271	31.24744732	-5915005	1196467.375	287	2	388	982298.8761	287	388		388	-137	-5915005	1196467.625
389		389	8.210104908	25.79294943	52.9410011	-5914912	1196556.5	279	2	389	982251.4646	279	389		389	-137	-5914912	1196556.5
390		390	12.03780687	37.81789371	113.8111495	-5914839.5	1196546.5	254	2	390	982176.0774	254	390		390	-137	-5914839.5	1196545.875
391		391	6.664541413	20.93714424	34.88389946	-5915035	1196521.375	307	2	391	982351.5796	307	391		391	-137	-5915034.5	1196521.375
392		392	9.126260332	28.67111935	65.41531441	-5914928.5	1196574.125	283	2	392	982274.3275	283	392		392	-137	-5914929	1196573.625
