OBJECTID	ORIG_FID	MBG_Diameter	Shape_Length	Shape_Area	OBJECTID_1	IN_FID	NEAR_FID	NEAR_DIST	NEAR_RANK	OBJECTID_12	ORIG_FID_1	X	Y	RASTERVALU	OBJECTID_12_13	Shape_Length_1	Shape_Area_1	Color
188	197	12.02003015	37.7619437	113.4746408	201	2	197	737277.115	201	188	197	-5886901.5	1052693	-2022	197	28.86110751	47.95294661	
189	198	8.723073574	27.40456854	59.76350691	197	2	198	737264.6812	197	189	198	-5886884	1052698.625	-2022	198	23.96535967	39.87362714	
190	199	4.155473726	13.05457412	13.56174432	199	2	199	737266.6025	199	190	199	-5886882	1052701.875	-2022	199	9.894467313	6.19855725	
191	200	10.0696143	31.63466576	79.63732001	195	2	200	737248.0785	195	191	200	-5886853	1052728	-2022	200	29.36169006	59.92342131	
192	201	4.875226716	15.31594556	18.66713912	204	2	201	737303.5214	204	192	201	-5886901	1052745.375	-2051	201	13.19067711	12.55456708	
193	202	5.924029139	18.61079477	27.5625869	206	2	202	737308.1876	206	193	202	-5886905.5	1052748.25	-2051	202	16.69453836	20.73379768	
194	203	4.075251636	12.80289787	13.0438771	207	2	203	737310.1157	207	194	203	-5886905.5	1052752.125	-2051	203	11.69855217	10.25558953	
195	204	37.17563156	116.7906648	1085.441437	167	2	204	737136.8389	167	195	204	-5886752.5	1052710.25	-2017	204	103.3643544	748.7209657	
196	205	14.96742155	47.02177541	175.9495586	177	2	205	737195.7974	177	196	205	-5886779	1052771.875	-2030	205	39.32774836	112.8077388	
197	206	15.13399008	47.54459341	179.8839483	176	2	206	737186.4429	176	197	206	-5886769.5	1052776	-2030	206	37.65965491	75.61316067	
198	207	9.437291854	29.64815235	69.94962704	182	2	207	737211.3105	182	198	207	-5886797.5	1052762.875	-2030	207	24.20624648	40.78123786	
199	208	11.23726353	35.30293209	99.17716516	202	2	208	737295.1991	202	199	208	-5886874.5	1052791.5	-2051	208	30.09824348	58.57894939	
200	209	10.30192284	32.36437336	83.35363447	203	2	209	737301.3206	203	200	209	-5886883	1052782.875	-2051	209	26.88450217	42.29389094	
201	210	60.83511681	191.1190484	2906.68577	158	2	210	737108.2782	158	201	210	-5886761	1052671	-2017	210	140.3944909	943.1519692	
202	211	8.989675166	28.24166391	63.4703213	134	2	211	737003.9021	134	202	211	-5886646.5	1052608	-2017	211	26.06937092	52.22654328	
203	212	6.876640113	21.60358985	37.14000716	135	2	212	737014.634	135	203	212	-5886659.5	1052602.375	-2017	212	19.91040395	30.39468662	
204	213	20.25411811	63.63013176	322.1927629	138	2	213	737017.4775	138	204	213	-5886671	1052592.75	-2017	213	52.55157652	191.877447	
205	214	12.40601459	38.97433134	120.8780602	168	2	214	737137.6947	168	205	214	-5886711.5	1052786.25	-2030	214	38.6320043	89.99923703	
206	215	16.38639107	51.47930354	210.8897449	162	2	215	737124.7112	162	206	215	-5886695.5	1052789.125	-2030	215	37.53149759	79.45592915	
207	216	14.48456789	45.50448512	164.7777413	154	2	216	737101.1183	154	207	216	-5886698	1052725.25	-2017	216	39.49293045	111.5143475	
208	217	15.54759385	48.84391178	189.8501796	188	2	217	737221.8557	188	208	217	-5886776	1052845	-2030	217	37.33923885	92.40301807	
209	218	23.40164429	73.51849554	430.1137817	144	2	218	737084.4664	144	209	218	-5886743	1052596.75	-2017	218	68.38105629	301.4631141	
210	219	15.77213505	49.54936103	195.3737681	178	2	219	737196.9293	178	210	219	-5886958.5	1052378.75	-2022	219	39.49184607	89.36458365	
211	220	11.22272497	35.25699062	98.91920474	179	2	220	737199.1377	179	211	220	-5886927.5	1052445.875	-2022	220	32.25817196	70.63883472	
212	221	9.875402173	31.0244841	76.59479757	170	2	221	737142.0505	170	212	221	-5886824.5	1052540.125	-2017	221	23.33839587	33.58552542	
213	222	10.70357126	33.62610979	89.97946137	169	2	222	737140.2645	169	213	222	-5886819	1052546.375	-2017	222	29.18118335	63.62897757	
214	223	8.612588959	27.05728089	58.25838435	163	2	223	737133.2478	163	214	223	-5886815.5	1052536.75	-2017	223	21.50257434	32.76694381	
215	224	10.34625233	32.50353529	84.07199175	165	2	224	737133.6525	165	215	224	-5886821.5	1052529.5	-2017	224	25.20979384	32.34470244	
216	225	13.89525132	43.65330147	151.6436836	191	2	225	737236.7538	191	216	225	-5886930.5	1052531.75	-2022	225	37.81674019	94.62969751	
217	226	10.06502975	31.62044422	79.56573328	186	2	226	737216.3811	186	217	226	-5886923	1052496.25	-2022	226	23.63753523	33.3866034	
218	227	11.30022296	35.50047459	100.29019	184	2	227	737216.1808	184	218	227	-5886918	1052510.375	-2022	227	31.37698844	73.65972017	
219	228	19.15311062	60.17134957	288.1175019	119	2	228	736882.0547	119	219	228	-5886527	1052594.5	-2017	228	53.93899663	223.7607074	
220	229	9.479541055	29.78056166	70.57581543	123	2	229	736895.9925	123	220	229	-5886548.5	1052571.875	-2017	229	28.03738544	58.7435208	
221	230	11.48180307	36.07113853	103.5403996	118	2	230	736870.7337	118	221	230	-5886519.5	1052575.25	-2017	230	30.08278284	64.06251931	
222	231	11.14840099	35.02376573	97.61483277	112	2	231	736836.4194	112	222	231	-5886514	1052510.375	-2017	231	30.77968726	69.64765328	
223	232	15.84148902	49.7677965	197.1001529	114	2	232	736850.5847	114	223	232	-5886512	1052549.375	-2017	232	39.95076507	103.7800585	
224	233	23.37808809	73.44415306	429.2443526	116	2	233	736864.1233	116	224	233	-5886528	1052556.375	-2017	233	57.83359186	221.4830155	
225	236	26.18061358	82.24860986	538.3283712	113	2	236	736848.7124	113	225	236	-5886501	1052580.375	-2017	236	65.5059189	262.0890588	
226	237	14.46326023	45.43777048	164.2949305	120	2	237	736882.9068	120	226	237	-5886517	1052613.875	-2017	237	36.10146815	79.90746428	
227	238	16.13660334	50.69462272	204.509707	192	2	238	737239.3385	192	227	238	-5886793	1052847.625	-2030	238	45.09339456	151.8738787	
228	239	6.053314903	19.01731697	28.77985665	217	2	239	737377.4004	217	228	239	-5886923	1052874.875	-2051	239	17.31649955	23.01827745	
229	240	14.74915285	46.33591238	170.8541664	148	2	240	737096.3285	148	229	240	-5886719	1052674.125	-2017	240	39.56473395	109.4925618	
230	241	16.9615935	53.28664624	225.957578	155	2	241	737102.8805	155	230	241	-5886736.5	1052643	-2017	241	46.00234484	118.0548878	
231	242	4.669883171	14.67096972	17.12804429	160	2	242	737113.767	160	231	242	-5886728	1052682.625	-2017	242	13.2124763	13.31873466	
232	243	11.18695847	35.14499702	98.2917704	156	2	243	737106.6458	156	232	243	-5886720	1052688	-2017	243	29.64044282	54.90104106	
233	245	5.632021586	17.69361908	24.91285399	211	2	245	737329.6917	211	233	245	-5886938	1052728.375	-2022	245	14.19558908	12.04294852	
234	246	5.189862863	16.30415186	21.15371066	212	2	246	737334.103	212	234	246	-5886939	1052734.375	-2022	246	15.13540806	17.52037969	
235	247	10.11182847	31.7671566	80.30578353	213	2	247	737334.9226	213	235	247	-5886944	1052731.375	-2022	247	24.23629217	30.63834301	
